candidate_id,qed,sa_score,mw,logp,tpsa,hbd,hba,rotatable_bonds,lipinski_violations,veber_pass,admet_score,synthesis_score,safety_proxy_score,main_risk
CAND_983b987e74,0.4347,5.332,562.721,4.682,112.4,2,10,4,1,True,0.646615,0.518667,1.0,1_lipinski_violations
CAND_ea2f170ec0,0.4333,5.148,529.601,2.8218,133.66,3,10,4,1,True,0.645985,0.539111,1.0,1_lipinski_violations
CAND_0cd234477b,0.4408,5.488,590.775,4.767,112.4,2,10,4,1,True,0.64936,0.501333,1.0,1_lipinski_violations
CAND_62aafc3906,0.4198,5.238,590.775,4.5508,112.4,2,10,4,1,True,0.63991,0.529111,1.0,1_lipinski_violations
CAND_7c9873f395,0.4198,5.238,590.775,4.5508,112.4,2,10,4,1,True,0.63991,0.529111,1.0,1_lipinski_violations
CAND_338ba40b96,0.3752,4.551,476.414,5.3967,83.56,2,7,2,1,True,0.61984,0.605444,1.0,1_lipinski_violations
CAND_f9b10424da,0.3623,4.65,490.441,5.4392,83.56,2,7,2,1,True,0.614035,0.594444,1.0,1_lipinski_violations
CAND_6d8c4e0670,0.3752,4.551,476.414,5.3967,83.56,2,7,2,1,True,0.61984,0.605444,1.0,1_lipinski_violations
CAND_c6b87a5459,0.3623,4.65,490.441,5.4392,83.56,2,7,2,1,True,0.614035,0.594444,1.0,1_lipinski_violations
CAND_096c917f29,0.3291,4.301,476.414,5.3967,83.56,2,7,0,1,True,0.599095,0.633222,1.0,1_lipinski_violations
CAND_5b1f05f680,0.3623,4.65,490.441,5.4392,83.56,2,7,2,1,True,0.614035,0.594444,1.0,1_lipinski_violations
CAND_f6c25bac8b,0.3291,4.301,476.414,5.3967,83.56,2,7,0,1,True,0.599095,0.633222,1.0,1_lipinski_violations
CAND_957d598496,0.3752,4.551,476.414,5.3967,83.56,2,7,2,1,True,0.61984,0.605444,1.0,1_lipinski_violations
CAND_6d572e5a90,0.3623,4.65,490.441,5.4392,83.56,2,7,2,1,True,0.614035,0.594444,1.0,1_lipinski_violations
CAND_54069a7fda,0.3291,4.301,476.414,5.3967,83.56,2,7,0,1,True,0.599095,0.633222,1.0,1_lipinski_violations
CAND_cfa8e3a3fb,0.3178,4.4,490.441,5.4392,83.56,2,7,0,1,True,0.59401,0.622222,1.0,1_lipinski_violations
CAND_232be7b3f5,0.3623,4.65,490.441,5.4392,83.56,2,7,2,1,True,0.614035,0.594444,1.0,1_lipinski_violations
CAND_4e5f728889,0.3178,4.4,490.441,5.4392,83.56,2,7,0,1,True,0.59401,0.622222,1.0,1_lipinski_violations
CAND_daeec764e0,0.3291,4.301,476.414,5.3967,83.56,2,7,0,1,True,0.599095,0.633222,1.0,1_lipinski_violations
CAND_ca111dfb8a,0.3291,4.301,476.414,5.3967,83.56,2,7,0,1,True,0.599095,0.633222,1.0,1_lipinski_violations
CAND_5b5668aef9,0.5488,4.72,497.577,2.6342,128.9,2,9,2,0,True,0.79696,0.586667,1.0,no_major_descriptor_risk
CAND_d2d33754ea,0.5334,4.798,511.604,2.6767,128.9,2,9,2,1,True,0.69103,0.578,1.0,1_lipinski_violations
CAND_0361d9f297,0.4749,4.444,425.508,3.7823,105.06,4,5,1,0,True,0.763705,0.617333,1.0,no_major_descriptor_risk
CAND_650318854f,0.4749,4.444,425.508,3.7823,105.06,4,5,1,0,True,0.763705,0.617333,1.0,no_major_descriptor_risk
CAND_59113e51a6,0.4749,4.444,425.508,3.7823,105.06,4,5,1,0,True,0.763705,0.617333,1.0,no_major_descriptor_risk
CAND_daa00fab24,0.4913,4.367,411.481,3.3922,105.06,4,5,1,0,True,0.771085,0.625889,1.0,no_major_descriptor_risk
