mol_id,canonical_smiles,mw,logp,tpsa,hbd,hba,rotatable_bonds,qed,num_atoms,num_heavy_atoms,num_rings,max_ring_size,formal_charge,passes_rdkit,passes_basic_filters
JAK2_bc0710184a,CC(C)C(Nc1ncc(C(N)=O)c2[nH]c3cc(-c4cnn(C)c4)ccc3c12)C1CC1,402.502,4.062,101.62,3,4,6,0.4525,30,30,5,6,0,,True
JAK2_e2afa78ffd,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,453.466,1.4836,156.38,2,7,4,0.4738,34,34,5,6,0,,True
JAK2_52e2aaf803,Nc1nn2cccnc2c1-c1cc(N[C@@H]2CCc3ccccc32)ncn1,343.394,2.8679,94.02,2,6,3,0.5939,26,26,5,6,0,,True
JAK2_9744adf6ff,c1cc2c(ncc3nnc(C4CCCCC4)n32)[nH]1,241.298,2.6533,58.87,1,3,1,0.7121,18,18,4,6,0,,False
JAK2_2d99fb5dc8,COc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1-c1ccc(C(=O)NCC#N)cc1,444.495,2.9858,112.4,2,8,7,0.5351,33,33,4,6,0,,True
JAK2_e8465d9792,O=c1[nH]ccc2c(Nc3c(Cl)cncc3Cl)nc3ccncc3c12,358.188,3.9167,83.56,2,5,2,0.5309,24,24,4,6,0,,True
JAK2_383c6d94d7,COc1cc(Nc2nc3cccc(-c4cccc(Cl)c4)c3o2)cc(OC)c1OC,410.857,5.9176,65.75,1,6,6,0.4254,29,29,4,6,0,,True
JAK2_c57d118ac8,Cc1cc(Nc2cnc(C#N)c(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,338.35,2.8306,115.2,3,7,5,0.6549,25,25,3,6,0,,True
JAK2_7bb684659d,NS(=O)(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,411.487,2.3712,110.44,2,7,5,0.663,29,29,4,6,0,,True
JAK2_2c78302646,NC(=O)c1cnc(NC2CCCCCC2)c2c1[nH]c1ccc(F)cc12,340.402,4.0888,83.8,3,3,3,0.628,25,25,4,7,0,,True
JAK2_1462d0e6eb,CNc1ncnc(-c2cccnc2Oc2cc(NC(=O)c3cccc(OC(F)(F)C(F)F)c3)ccc2C)n1,528.466,5.565,111.15,2,8,9,0.2716,38,38,4,6,0,,True
JAK2_37af99755c,O=c1[nH]ccc2nc(Nc3cccc(F)c3)c3ccc(F)cc3c12,323.302,4.0981,57.78,2,3,2,0.5461,24,24,4,6,0,,True
JAK2_fd4db09bf8,COc1cc2ncnc(Nc3ccc(O)cc3)c2cc1OC,297.314,3.0962,76.5,2,6,4,0.7206,22,22,3,6,0,,True
JAK2_f21434d369,O=C1C=C(Nc2cccc(OCCNc3ccnc(F)c3)c2)C(=O)N1,342.33,1.6638,92.35,3,6,7,0.4026,25,25,3,6,0,,True
JAK2_23b1e4cf36,Cc1cc(Nc2nc(O[C@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,353.361,3.1059,112.4,2,7,5,0.7244,26,26,3,6,0,,True
JAK2_4b77f09040,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1ccc(OCCn2ccnc2)cc1,413.437,2.923,101.04,3,5,7,0.4046,31,31,5,6,0,,True
JAK2_86f77269d9,C[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CCC1,313.361,1.1859,90.98,2,4,4,0.8867,23,23,4,6,0,,True
JAK2_9e9e65d6c2,CS(=O)(=O)O.O=C(NCc1cccc(O)c1)Nc1nc(-c2ccncc2)cs1,422.488,2.7364,141.51,4,7,4,0.4736,28,28,3,6,0,,True
JAK2_c081816cf4,C[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N(C)C,301.35,1.0418,90.98,2,4,4,0.8825,22,22,3,6,0,,True
JAK2_094eeb5506,O=S(=O)(c1cnc(Cl)c(Cl)c1)N1CCc2ccccc21,329.208,3.1398,50.27,0,3,2,0.7956,20,20,3,6,0,,True
JAK2_f5336c0fa9,C1=CCOCc2cc(ccc2N2CCOCC2)Nc2nccc(n2)-c2cccc(c2)COC1,444.535,4.3268,68.74,1,7,1,0.5606,33,33,5,18,0,,True
JAK2_52b2cf11d9,CN1CCN(c2ccc(-c3cnc4cccc(-c5cc(F)c(CN6CCS(=O)(=O)CC6)c(F)c5)c4n3)cn2)CC1,564.662,3.6192,82.53,0,8,5,0.3638,40,40,6,6,0,,True
JAK2_3cfef51f91,CC1(C)[C@@H](N)CC[C@H]1Nc1c(C(N)=O)cnn2cccc12,287.367,1.361,98.44,3,4,3,0.7935,21,21,3,6,0,,True
JAK2_33518fcb72,C[C@H](O)CN1CCC(c2ccc(Nc3ncc4ccc(-c5ccccc5N(C)S(C)(=O)=O)n4n3)cc2)CC1,534.686,4.0959,103.07,2,7,8,0.3509,38,38,5,6,0,,True
JAK2_29bddf2015,CCCn1c(CN(C)Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,355.442,1.4757,65.06,0,4,6,0.6717,26,26,3,6,0,,True
JAK2_6cc1e32c2e,CCOC(=O)c1cccc(Nc2nc(N)n(C(=O)c3ccccc3F)n2)c1,369.356,2.6082,112.13,2,7,5,0.6648,27,27,3,6,0,,True
JAK2_b7b977e332,COc1cc2ncc(N[C@H]3CC[C@H](O)CC3)nc2cc1OC,303.362,2.3624,76.5,2,6,4,0.9028,22,22,3,6,0,,True
JAK2_b97262126f,CCCN(CC)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,408.51,2.2434,105.54,1,7,6,0.6666,30,30,4,6,0,,True
JAK2_7749fd2b4f,Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(F)c(N3CCOCC3)n2)n[nH]1,416.436,2.9346,103.88,3,8,6,0.5636,30,30,4,6,0,,True
JAK2_31b4961f61,Cc1ccc(Cl)cc1-c1nn(C)cc1NC(=O)c1cnn2ccc(N)nc12,381.827,2.9261,103.13,2,5,3,0.5675,27,27,4,6,0,,True
JAK2_dea7048134,C[C@H](Nc1cc(-c2cnn(C)c2)nc(-n2cnc3ccncc32)n1)c1ccccc1,396.458,3.7841,86.34,1,6,5,0.4865,30,30,5,6,0,,True
JAK2_70edd2cf07,Cn1nc(-c2cnc3[nH]cc(C(=O)N[C@@H](C(=O)N4CC(C#N)C4)C4CC4)c3n2)c2ccc(Cl)cc21,488.939,2.6554,132.59,2,6,5,0.4435,35,35,6,6,0,,True
JAK2_95d4098df3,O=CO.c1ccc2c(c1)CSc1sccc1C2=C1CCNCC1,345.489,4.2399,49.33,2,4,0,0.7013,23,23,4,7,0,,True
JAK2_1f9173a0e5,CC(=O)Nc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,304.353,3.8456,66.91,2,4,4,0.7681,23,23,3,6,0,,True
JAK2_4b47cf7d5d,COc1ccc(-c2cccn3nc(N)nc23)cn1,241.254,1.3821,78.33,1,5,2,0.7329,18,18,3,6,0,,False
JAK2_64908a7579,CCS(=O)(=O)c1ccc2cc1CN(C)C/C=C/CCOc1cccc(c1)-c1ccnc(n1)N2,464.591,4.4513,84.42,1,7,2,0.561,33,33,4,18,0,,True
JAK2_aa0200c611,CNc1ccn(-c2ccccc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc3cc(OC)c(OC)cc23)cn1,523.549,4.8842,116.6,2,8,8,0.2955,39,39,5,6,0,,True
JAK2_f17eb9053f,COc1cc(Nc2nc3cccc(-c4ccc(CN5CCOCC5)cc4)c3o2)cc(OC)c1OC,475.545,5.0964,78.22,1,8,8,0.3773,35,35,5,6,0,,True
JAK2_e984d68b65,CCc1ccc(C(F)(F)F)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(N)=O,375.354,3.401,110.68,3,4,4,0.6489,27,27,3,6,0,,True
JAK2_90220289eb,Nc1nn2cccnc2c1-c1cc(N2CCOCC2)ncn1,297.322,0.6051,94.46,1,7,2,0.74,22,22,4,6,0,,True
JAK2_259a9f277d,Cc1cc(Nc2nc(N3CCN(C(=O)N(C)C)CC3)nn3cccc23)n[nH]1,369.433,1.308,97.69,2,6,3,0.7224,27,27,4,6,0,,True
JAK2_e657a98017,O=C(CCl)NCc1cc(-c2ccc(Cl)cc2)no1,285.13,2.85,55.13,1,3,4,0.8787,18,18,2,6,0,,True
JAK2_975f88f891,O=C(CCl)N(C/C=C/c1ccccc1)c1ccc2c(c1)OCCO2,343.81,3.743,38.77,0,3,5,0.7762,24,24,3,6,0,,True
JAK2_bcb1599df7,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,253.269,0.8334,129.62,3,7,1,0.5852,19,19,3,6,0,,True
JAK2_5d9eb4f9ea,CN1CCN(c2cc(Oc3c(F)cccc3F)nc(-n3cnc4ccncc43)n2)CC1,423.427,3.0328,72.2,0,7,4,0.4996,31,31,5,6,0,,True
JAK2_de12304eb6,O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1Cc1c(F)cccc1F,396.332,2.9241,81.39,1,4,3,0.5085,29,29,5,6,0,,True
JAK2_58babf3cf4,CC(=O)N[C@@H]1CCc2ccc(Oc3cnc4[nH]cc(C(=O)N[C@@H](C(=O)N5CC(C#N)C5)C5CC5)c4n3)cc21,513.558,2.364,153.1,3,7,7,0.4383,38,38,6,6,0,,True
JAK2_e4d13b4bbb,NC(=O)c1cc(-c2ccccc2F)sc1Nc1cccc(CN2CCOCC2)n1,412.49,3.6239,80.48,2,6,6,0.6464,29,29,4,6,0,,True
JAK2_809c0ece50,O=c1[nH]ccc2c(Nc3c(Cl)cc(C(F)(F)F)cc3Cl)nc3ccncc3c12,425.197,5.5405,70.67,2,4,2,0.414,28,28,4,6,0,,True
JAK2_70fe545409,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,366.421,2.828,105.51,2,7,7,0.6621,27,27,3,6,0,,True
JAK2_763cf817fa,CC(Nc1nc(Nc2cn(C)cn2)c2[nH]ccc2n1)c1ncc(F)cn1,353.365,2.5372,109.23,3,7,5,0.5057,26,26,4,6,0,,True
JAK2_471915c039,O=c1[nH]ccc2c(Nc3c(F)cc(F)cc3Cl)nc3ccncc3c12,358.735,4.1465,70.67,2,4,2,0.5281,25,25,4,6,0,,True
JAK2_87f82fe33f,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cc(cc(NC(=O)C(F)(F)F)c2)C1,483.494,5.1585,79.38,2,6,1,0.4659,35,35,4,18,0,,True
JAK2_16664f4335,ClCCOc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,437.927,5.1078,65.5,1,6,3,0.4535,31,31,4,18,0,,True
JAK2_01d8a80836,C1=C/Cn2ccc3ccc(cc32)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)COC/1,481.6,5.4029,64.44,1,6,4,0.3938,36,36,6,17,0,,True
JAK2_427939efd5,NC(=O)c1cc(-c2ccccc2)sc1Nc1ccc(F)cn1,313.357,3.7917,68.01,2,4,4,0.7697,22,22,3,6,0,,True
JAK2_bb684b6aa3,CC(NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C1CC1,270.336,2.3636,70.67,2,3,4,0.8956,20,20,4,6,0,,True
JAK2_9ff6ebb055,Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cc3)c(C#N)cc2F)n[nH]1,354.364,4.1797,89.42,3,5,5,0.6395,26,26,3,6,0,,True
JAK2_f7d9533ff3,C[C@H](Nc1nc(Nc2cn(C)cn2)c2ccn(C)c2n1)c1ncc(F)cn1,367.392,2.5476,98.37,2,7,5,0.5592,27,27,4,6,0,,True
JAK2_fbbcd63fe7,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)c(F)c3)n2)cc1,432.459,3.1163,103.17,2,7,6,0.5771,32,32,4,6,0,,True
JAK2_88aea7d062,Cc1cc(-c2cnc3cccc(-c4ccc(CN5CCOCC5)c(F)c4)c3n2)ccc1C(=O)N1CCOCC1,526.612,4.7159,67.79,0,6,5,0.3752,39,39,6,6,0,,True
JAK2_14588c086c,CN1CCN(c2ccc(Nc3ncc4ccc(-c5cccc(S(=O)(=O)NC(C)(C)C)c5)n4n3)cc2Cl)CC1,554.12,4.6219,94.87,2,7,6,0.3595,38,38,5,6,0,,True
JAK2_4d4ffae9ce,CC(=O)N[C@@H]1CCc2ccc(Oc3cnc4[nH]cc(C(=O)N[C@H](C)C5CC5)c4n3)cc21,419.485,3.4019,109.0,3,5,6,0.5674,31,31,5,6,0,,True
JAK2_35d5ec9f03,Cc1cc(Nc2cnc(C#N)c(NC(C)c3ccc(F)cn3)n2)n[nH]1,338.35,2.8306,115.2,3,7,5,0.6549,25,25,3,6,0,,True
JAK2_2001e52f1c,Cn1cc(NC(=O)c2cnn3ccc(N)nc23)c(-c2cccc(Cl)c2)n1,367.8,2.6177,103.13,2,5,3,0.579,26,26,4,6,0,,True
JAK2_e36804ea19,Cc1nc(-c2cccc(Cl)c2)c(NC(=O)c2cnn3ccc(N)nc23)s1,384.852,3.6491,98.2,2,6,3,0.5614,26,26,4,6,0,,True
JAK2_5c2f9b1689,Cc1cc(Cl)c2c(n1)N(CCc1ccccc1)CCc1c-2[nH]c2ccccc12,387.914,5.7969,31.92,1,2,3,0.4816,28,28,5,7,0,,True
JAK2_9befca631f,CC(C)[C@@H](Nc1nc2cc[nH]c(=O)c2c2cnccc12)C(F)(F)F,336.317,3.4701,70.67,2,4,3,0.7186,24,24,3,6,0,,True
JAK2_9ed0e79538,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cncc(c2)COC/1,473.577,4.3598,81.63,1,8,4,0.5601,35,35,5,18,0,,True
JAK2_4c33092d30,Cc1cc(Nc2nc3cccc(-c4cc(F)c(CN5CCOCC5)c(F)c4)c3o2)ccc1C(=O)N(C)C,506.553,5.359,70.84,1,6,6,0.3798,37,37,5,6,0,,True
JAK2_49f97fbd06,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCSCC4)cc3)n2)cc1,430.537,3.6938,93.94,2,7,6,0.5761,31,31,4,6,0,,True
JAK2_fc4de259e2,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cc3F)c(F)c(N3CCOCC3)n2)n[nH]1,434.426,3.0737,103.88,3,8,6,0.544,31,31,4,6,0,,True
JAK2_55cf14f4f0,N#CCNC(=O)c1cccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,414.469,2.9772,103.17,2,7,6,0.5978,31,31,4,6,0,,True
JAK2_5c84f7cc1c,CC(=O)Nc1ccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)ncc2F)cc1,407.449,3.8213,79.38,2,6,5,0.6694,30,30,4,6,0,,True
JAK2_eb8aa12232,NC(=O)c1cnc(NC2CCOCC2)c2c1[nH]c1ccc(F)cc12,328.347,2.545,93.03,3,4,3,0.6887,24,24,4,6,0,,True
JAK2_b21735112e,CC(C)(O)c1cc(Cl)c(Nc2nc3ccncc3c3c(=O)[nH]ccc23)c(Cl)c1,415.28,4.7491,90.9,3,5,3,0.4204,28,28,4,6,0,,True
JAK2_2208c21560,C[C@H](O)CN1CCN(c2ccc(Nc3ncc4ccc(-c5ccccc5N(C)S(C)(=O)=O)n4n3)cc2F)CC1,553.664,3.1776,106.31,2,8,8,0.3429,39,39,5,6,0,,True
JAK2_9521b9272b,C[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CCC(C#N)C1,352.398,1.3257,114.77,2,5,4,0.8612,26,26,4,6,0,,True
JAK2_dc6c02ad03,CCOC(=O)Cn1cc(-c2ccc(-c3nc(-c4ccc(F)cc4)c(-c4cc[nH]c(=O)c4)[nH]3)cc2)nn1,484.491,4.0597,118.55,2,6,7,0.3365,36,36,5,6,0,,True
JAK2_fcc705ef41,CN1C/C=C/COCc2ccc(s2)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)C1,491.661,4.9415,62.75,1,8,4,0.5187,35,35,5,18,0,,True
JAK2_e606acde18,OCc1ccc(C2Nc3ccccc3-c3ccnc4[nH]cc2c34)cc1,327.387,4.2371,60.94,3,3,2,0.516,25,25,5,7,0,,True
JAK2_e651f7b356,COc1ccc2c(Nc3cn(C)cn3)nc(NC(C)c3ncc(F)cn3)nc2c1,394.414,3.2177,102.67,2,8,6,0.5139,29,29,4,6,0,,True
JAK2_461a3e9f9c,Cc1ccc(C)c(-c2nn(C)cc2NC(=O)c2cnn3cccnc23)c1,346.394,2.9989,77.11,1,4,3,0.6185,26,26,4,6,0,,True
JAK2_490b74b470,O=C(O)c1[nH]c(=O)[nH]c(=O)c1F,174.087,-1.0995,103.02,3,3,1,0.5023,12,12,1,6,0,,False
JAK2_48f4c39175,Cn1cc(NC(=O)c2cnn3ccc(N)nc23)c(-c2cc(Cl)ccc2Cl)n1,402.245,3.2711,103.13,2,5,3,0.5476,27,27,4,6,0,,True
JAK2_0151947536,CN1CCC(NC(=O)c2cc(-c3c(O)cc(O)cc3Oc3ccc([N+](=O)[O-])cc3)on2)CC1,454.439,3.2773,151.2,3,9,6,0.3763,33,33,4,6,0,,True
JAK2_7bc09295aa,NC(=O)c1cnc(NC(C2CC2)C2CC2)c2c1[nH]c1cc(-c3cn[nH]c3)ccc12,386.459,3.8056,112.48,4,4,6,0.4035,29,29,6,6,0,,True
JAK2_2c9dc917e3,C[C@H](O)CN1CCN(c2ccc(Nc3ncc4ccc(-c5cccc(S(=O)(=O)NC(C)(C)C)c5)n4n3)cc2F)CC1,581.718,3.8586,115.1,3,8,8,0.2875,41,41,5,6,0,,True
JAK2_d02a89e100,COc1ccc(C2=Nn3c(nnc3C3CCCCC3)SC2)cc1OC,358.467,3.7011,61.53,0,6,4,0.8338,25,25,4,6,0,,True
JAK2_bf422951f8,Cc1ccccc1CS(=O)(=O)c1nnc([C@H](CC(C)C)NC(=O)OC(C)(C)C)o1,423.535,3.9638,111.39,1,7,7,0.7171,29,29,2,6,0,,True
JAK2_ccf270f33b,COc1ccccc1-c1ccc2cnc(Nc3cccc(N4CCOCC4)c3)nn12,401.47,3.9851,63.92,1,6,5,0.5457,30,30,5,6,0,,True
JAK2_05c72e1270,CC(C)(C)NS(=O)(=O)c1ccc(-c2cc3c(N)ncc(C(=O)NCCCN4CCOCC4)c3s2)cc1,531.704,3.0744,126.65,3,8,8,0.3814,36,36,4,6,0,,True
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,378.436,1.7158,114.77,2,5,5,0.8219,28,28,5,6,0,,True
JAK2_3ef13a169e,N#Cc1ccc(Nc2sc(-c3ccccc3)cc2C(N)=O)nc1,320.377,3.5243,91.8,2,5,4,0.769,23,23,3,6,0,,True
JAK2_3fc0ebe287,CONC(=O)c1cc2c(N[C@@H](C)c3ccccc3)nc(-n3cnc4ccncc43)nc2n1C,442.483,3.1665,111.78,2,7,6,0.3886,33,33,5,6,0,,True
JAK2_a450c8fc87,C[C@H](Nc1ncc(Cl)c(Nc2cc(N(C)C)[nH]n2)n1)c1ncc(F)cn1,377.815,2.7649,107.54,3,8,6,0.6015,26,26,3,6,0,,True
JAK2_11b9c27dcd,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1.O=P(O)(O)O,404.367,2.5378,160.94,4,5,4,0.4824,28,28,4,6,0,,True
JAK2_8d7410b68f,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(o2)COC/1,462.55,4.5578,81.88,1,8,4,0.5655,34,34,5,18,0,,True
JAK2_4e74665b71,c1ccc2c(c1)CCC[C@@H]2Nc1ccnc(-n2cnc3ccncc32)n1,342.406,3.7,68.52,1,5,3,0.6147,26,26,5,6,0,,True
JAK2_2e1facad8d,Nc1nc(Nc2ccc(C(=O)O)cc2)nn1C(=O)c1c(F)cccc1F,359.292,2.2688,123.13,3,6,4,0.6527,26,26,3,6,0,,True
JAK2_5f2f4ef7ea,COc1cc2cc(c1OCCN1CCCC1)COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,502.615,4.9734,77.97,1,8,5,0.4901,37,37,5,18,0,,True
JAK2_7001b0c220,C[C@H](Nc1nc(Nc2cc(C3CC3)[nH]n2)cnc1C#N)c1ccc(F)cn1,364.388,3.3996,115.2,3,7,6,0.6138,27,27,4,6,0,,True
JAK2_95e4e1d633,Cc1cccc(CS(=O)(=O)c2nnc([C@H](Cc3ccccc3)NC(=O)OC(C)(C)C)o2)c1,457.552,4.1604,111.39,1,7,7,0.5669,32,32,3,6,0,,True
JAK2_3e3077caeb,CC(Nc1nc2cc[nH]c(=O)c2cc1-c1nc(-c2ccccc2)no1)C(C)(C)C,389.459,4.4866,96.7,2,6,4,0.5338,29,29,4,6,0,,True
JAK2_31cdd2b6db,CC(=O)N[C@H]1CCc2ccc(Oc3cnc4[nH]cc(C(=O)NC(C)C)c4n3)cc21,393.447,3.0118,109.0,3,5,5,0.6174,29,29,4,6,0,,True
JAK2_e575fd492b,C[C@@]1(CO)CCC[C@H]1Nc1c(C(N)=O)cnn2cccc12,288.351,1.3962,92.65,3,4,4,0.7925,21,21,3,6,0,,True
JAK2_6f0d12cc27,O=C1Nc2ccccc2-c2ccnc3[nH]cc(c23)C1c1ccc(O)cc1,341.37,4.0195,78.01,3,3,1,0.4892,26,26,5,8,0,,True
JAK2_006b54a7cf,Oc1ccc(C2Nc3ccccc3-c3ccnc4[nH]cc2c34)cc1,313.36,4.4504,60.94,3,3,1,0.4863,24,24,5,7,0,,True
JAK2_6bcdbde591,C[C@H](Nc1nc(Nc2cn(C)cn2)c2ccn(C3CC3)c2n1)c1ncc(F)cn1,393.43,3.3455,98.37,2,7,6,0.5183,29,29,5,6,0,,True
JAK2_016054866d,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4ccccc34)nc12)C(=O)N1CC(C#N)C1,428.456,1.6119,132.59,2,6,4,0.5074,32,32,5,6,0,,True
JAK2_15829dfdea,CN1CCN(C(=O)c2cc3c(NCc4ccccc4F)nc(-n4cnc5ccncc54)nc3n2C)CC1,499.554,2.841,97.0,1,7,5,0.3972,37,37,6,6,0,,True
JAK2_c7dfd2659f,O=C(CCc1nc2ccccc2c(=O)[nH]1)Nc1ncc(Cc2ccc(F)c(F)c2)s1,426.448,3.8199,87.74,2,5,6,0.4907,30,30,4,6,0,,True
JAK2_c4f254cc9f,Nc1nn2cccnc2c1-c1cc(OCc2ccc(F)cc2)ncn1,336.33,2.4866,91.22,1,6,4,0.6155,25,25,4,6,0,,True
JAK2_d93ca6a47d,Cc1ccc(Cl)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(=O)NCc1ccccc1,417.9,4.6127,96.69,3,4,5,0.4413,30,30,4,6,0,,True
JAK2_184e1f03ba,Oc1ccc(C2=Nc3ccccc3-c3ncnc4[nH]cc2c34)c(Cl)c1,346.777,4.4664,74.16,2,4,1,0.4701,25,25,5,7,0,,True
JAK2_5f782405d4,Cc1cccc(Nc2sc(-c3ccc(C(F)(F)F)cc3)cc2C(N)=O)n1,377.391,4.9798,68.01,2,4,4,0.6738,26,26,3,6,0,,True
JAK2_698071eb2b,COc1ccccc1-c1ccc2cnc(Nc3ccc(N4CCN(C)CC4)c(Cl)c3)nn12,448.958,4.5537,57.93,1,6,5,0.4829,32,32,5,6,0,,True
JAK2_12286137c9,Cc1cc2nc(n1)Nc1cccc(c1)CN(C)C/C=C/CCOc1cccc-2c1,386.499,4.9661,50.28,1,5,0,0.5532,29,29,4,18,0,,True
JAK2_74d84b7dc6,Cc1cc(Nc2cc(N3CCOCC3)nc(N[C@@H](C)c3ncc(F)cn3)n2)n[nH]1,399.434,2.1905,116.77,3,9,6,0.5732,29,29,4,6,0,,True
JAK2_09427d2b15,C1=C/COCc2cncc(c2)-c2ccnc(n2)Nc2cccc(c2)COC/1,360.417,3.8852,69.16,1,6,0,0.6136,27,27,4,18,0,,True
JAK2_490317e0f3,CC(Nc1nc2cc[nH]c(=O)c2cc1-c1ccc(F)cc1)c1cc(F)c(Cl)cc1Cl,446.284,6.3482,57.78,2,3,4,0.3595,30,30,4,6,0,,True
JAK2_6d5beb07bc,CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F,392.385,3.279,95.59,3,5,6,0.5984,28,28,3,6,0,,True
JAK2_8cf1e0547e,CN1CCN(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1,462.579,3.2952,82.84,1,7,5,0.4873,33,33,5,6,0,,True
JAK2_0e4efc6813,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N3CCOCC3)c2Cl)n[nH]1,449.878,2.5441,126.0,3,10,7,0.4949,31,31,4,6,0,,True
JAK2_c828b6ae57,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1,353.365,2.534,128.09,3,8,5,0.6382,26,26,3,6,0,,True
JAK2_043a23a1a0,CC(C)c1cccc(-c2cccc3nc(Nc4ccnc(CO)c4)nn23)c1,359.433,4.1506,75.34,2,5,5,0.5598,27,27,4,6,0,,True
JAK2_ca5d1cb272,CC(C)(CN)CNc1nc2cc[nH]c(=O)c2c2cc(F)ccc12,314.364,2.6122,83.8,3,4,4,0.6464,23,23,3,6,0,,True
JAK2_e1038442f7,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2ccc(Cl)cc21,418.844,3.4838,90.62,1,5,2,0.4736,30,30,6,6,0,,True
JAK2_1da373e9c1,C[C@H](Nc1nc(Nc2cc(C3CC3)[nH]n2)c(F)cc1C#N)c1ccc(F)cc1,380.402,4.7487,89.42,3,5,6,0.5742,28,28,4,6,0,,True
JAK2_0267e2cace,CC(=O)N[C@@H]1CCc2ccc(Oc3cnc4[nH]cc(C(=O)N[C@H](C)C(=O)N5CC(C#N)C5)c4n3)cc21,487.52,1.9739,153.1,3,7,6,0.4804,36,36,5,6,0,,True
JAK2_19f01be8c3,COc1ccc(Cl)cc1-c1nn(C)cc1NC(=O)c1cnn2cccnc12,382.811,3.0441,86.34,1,5,4,0.5859,27,27,4,6,0,,True
JAK2_90c8423c64,CCN(CC)C(=O)C1CCCN(c2cc(-c3c(N)nn4cc(C)cnc34)ncn2)C1,408.51,2.1617,105.54,1,7,5,0.6895,30,30,4,6,0,,True
JAK2_89775bae50,Cn1c(-c2cn(-c3cccc(C(=O)O)c3)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,440.438,4.2341,98.72,1,5,5,0.4391,33,33,5,6,0,,True
JAK2_b4e126bbe9,COC[C@H](C)Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1,350.382,2.9173,90.89,1,7,6,0.5715,26,26,4,6,0,,True
JAK2_df1b0055a1,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,361.49,2.3134,81.33,2,4,4,0.8622,26,26,3,6,0,,True
JAK2_bca2550737,O=C(CCl)/N=c1\sccn1Cc1ccc(Cl)cc1Cl,335.643,3.5708,34.36,0,2,3,0.7896,19,19,2,6,0,,True
JAK2_c56e6976c9,Cn1cc(-c2ccc3c(c2)[nH]c2c(C(N)=O)cnc(NC(C4CC4)C4CC4)c23)cn1,400.486,3.816,101.62,3,4,6,0.4579,30,30,6,6,0,,True
JAK2_08c3e396bf,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1[C@@H]1CCOc2c(F)cccc21,402.389,2.9695,90.62,1,5,2,0.4903,30,30,6,6,0,,True
